run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_url	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	ncbi_url	ncbi_free_egress	ncbi_access_type	aws_url	aws_free_egress	aws_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	source_name	strain	genotype	cell type	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR5799391	SRP110978	ImmGen ATAC-seq data	SRX2978858	GSM2692179: T.DN4.Th#2; Mus musculus; ATAC-seq	GSM2692179: T.DN4.Th#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332750		NextSeq 500	NextSeq 500	ILLUMINA	12321463	362996264	12321463	924109725	GSM2692179_r1	T.DN4.Th.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799391.sralite.1	253291939	2020-03-26 09:20:45	94f5d9e010c776f2af192e3727daa1bf	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799391.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799391/T.DN4.Th.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799391/SRR5799391.zq.1	gs.US	gcp identity	GSM2692179	Thymus	C57BL/6		Double Negative Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799391/SRR5799391_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799391/SRR5799391_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799391/SRR5799391_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799391/SRR5799391_2.fastq.gz
SRR5799392	SRP110978	ImmGen ATAC-seq data	SRX2978859	GSM2692180: T.ISP.Th#1; Mus musculus; ATAC-seq	GSM2692180: T.ISP.Th#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332751		NextSeq 500	NextSeq 500	ILLUMINA	8857876	272078434	8857876	664340700	GSM2692180_r1	SRR5799392.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799392.sralite.1	167350621	2020-06-23 05:26:05	06bc57935d5de875ca88a4a43780fb3c	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799392.sralite.1	worldwide	anonymous	s3://sra-pub-zq-5/SRR5799392/SRR5799392.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799392/SRR5799392.zq.1	gs.US	gcp identity	GSM2692180	Thymus	C57BL/6		Immature Single Positive Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799392/SRR5799392_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799392/SRR5799392_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799392/SRR5799392_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799392/SRR5799392_2.fastq.gz
SRR5799393	SRP110978	ImmGen ATAC-seq data	SRX2978860	GSM2692181: T.ISP.Th#2; Mus musculus; ATAC-seq	GSM2692181: T.ISP.Th#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332752		NextSeq 500	NextSeq 500	ILLUMINA	8179913	243529371	8179913	613493475	GSM2692181_r1	SRR5799393.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799393.sralite.1	154655050	2020-06-21 21:15:43	a8a83009bef37f8bafe519ff90c21f0f	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799393.sralite.1	worldwide	anonymous	s3://sra-pub-zq-2/SRR5799393/SRR5799393.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799393/SRR5799393.zq.1	gs.US	gcp identity	GSM2692181	Thymus	C57BL/6		Immature Single Positive Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799393/SRR5799393_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799393/SRR5799393_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799393/SRR5799393_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799393/SRR5799393_2.fastq.gz
SRR5799394	SRP110978	ImmGen ATAC-seq data	SRX2978861	GSM2692182: T.4.Th#1; Mus musculus; ATAC-seq	GSM2692182: T.4.Th#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332753		NextSeq 500	NextSeq 500	ILLUMINA	11400357	333369618	11400357	855026775	GSM2692182_r1	T.4.Th.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799394.sralite.1	233223086	2020-03-26 18:24:54	a95f7649a01af5d54b10501c522a6b84	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799394.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799394/T.4.Th.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799394/SRR5799394.zq.1	gs.US	gcp identity	GSM2692182	Thymus	C57BL/6		CD4 SP Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799394/SRR5799394_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799394/SRR5799394_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799394/SRR5799394_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799394/SRR5799394_2.fastq.gz
SRR5799395	SRP110978	ImmGen ATAC-seq data	SRX2978862	GSM2692183: T.4.Th#2; Mus musculus; ATAC-seq	GSM2692183: T.4.Th#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332754		NextSeq 500	NextSeq 500	ILLUMINA	12364592	362057403	12364592	927344400	GSM2692183_r1	SRR5799395.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799395.sralite.1	233719087	2020-06-13 22:13:26	ab148a63058bb30113be58d65d368fdf	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799395.sralite.1	worldwide	anonymous	s3://sra-pub-zq-5/SRR5799395/SRR5799395.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799395/SRR5799395.zq.1	gs.US	gcp identity	GSM2692183	Thymus	C57BL/6		CD4 SP Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799395/SRR5799395_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799395/SRR5799395_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799395/SRR5799395_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799395/SRR5799395_2.fastq.gz
SRR5799396	SRP110978	ImmGen ATAC-seq data	SRX2978863	GSM2692184: T.8.Th#1; Mus musculus; ATAC-seq	GSM2692184: T.8.Th#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332755		NextSeq 500	NextSeq 500	ILLUMINA	13625016	404467786	13625016	1021876200	GSM2692184_r1	T.8.Th.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799396.sralite.1	282104924	2020-03-26 18:57:53	2731966e22cf142ab750bfb0c573b227	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799396.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799396/T.8.Th.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799396/SRR5799396.zq.1	gs.US	gcp identity	GSM2692184	Thymus	C57BL/6		CD8 SP Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799396/SRR5799396_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799396/SRR5799396_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799396/SRR5799396_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799396/SRR5799396_2.fastq.gz
SRR5799397	SRP110978	ImmGen ATAC-seq data	SRX2978864	GSM2692185: T.8.Th#2; Mus musculus; ATAC-seq	GSM2692185: T.8.Th#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332756		NextSeq 500	NextSeq 500	ILLUMINA	12824880	382125525	12824880	961866000	GSM2692185_r1	T.8.Th.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799397.sralite.1	265721343	2020-03-26 17:43:27	01b646543afc4a7f64b89f7f393977fc	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799397.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799397/T.8.Th.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799397/SRR5799397.zq.1	gs.US	gcp identity	GSM2692185	Thymus	C57BL/6		CD8 SP Thymocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799397/SRR5799397_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799397/SRR5799397_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799397/SRR5799397_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799397/SRR5799397_2.fastq.gz
SRR5799398	SRP110978	ImmGen ATAC-seq data	SRX2978865	GSM2692186: T.4.Nve.Sp#1; Mus musculus; ATAC-seq	GSM2692186: T.4.Nve.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332759		NextSeq 500	NextSeq 500	ILLUMINA	16819115	486947062	16819115	1261433625	GSM2692186_r1	T.4.Nve.Sp.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799398.sralite.1	339176237	2020-03-26 18:36:58	6b8b64c3799e9cbe788ecab0a65fc332	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799398.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799398/T.4.Nve.Sp.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799398/SRR5799398.zq.1	gs.US	gcp identity	GSM2692186	Spleen	C57BL/6		CD4 Naive T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799398/SRR5799398_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799398/SRR5799398_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799398/SRR5799398_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799398/SRR5799398_2.fastq.gz
SRR5799399	SRP110978	ImmGen ATAC-seq data	SRX2978866	GSM2692187: T.4.Nve.Sp#2; Mus musculus; ATAC-seq	GSM2692187: T.4.Nve.Sp#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332758		NextSeq 500	NextSeq 500	ILLUMINA	11154723	328127772	11154723	836604225	GSM2692187_r1	T.4.Nve.Sp.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799399.sralite.1	229529263	2020-03-26 13:28:26	0b8c9499db4a5689c8fc7032bbbd0fb2	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799399.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799399/T.4.Nve.Sp.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799399/SRR5799399.zq.1	gs.US	gcp identity	GSM2692187	Spleen	C57BL/6		CD4 Naive T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799399/SRR5799399_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799399/SRR5799399_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799399/SRR5799399_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799399/SRR5799399_2.fastq.gz
SRR5799400	SRP110978	ImmGen ATAC-seq data	SRX2978867	GSM2692188: T.8.Nve.Sp#1; Mus musculus; ATAC-seq	GSM2692188: T.8.Nve.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332757		NextSeq 500	NextSeq 500	ILLUMINA	14202153	414436236	14202153	1065161475	GSM2692188_r1	T.8.Nve.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799400.sralite.1	289907177	2020-03-26 07:25:52	f209d7a629acf44ec72890f14fff2043	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799400.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799400/T.8.Nve.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799400/SRR5799400.zq.1	gs.US	gcp identity	GSM2692188	Spleen	C57BL/6		CD8 Naive T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799400/SRR5799400_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799400/SRR5799400_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799400/SRR5799400_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799400/SRR5799400_2.fastq.gz
SRR5799401	SRP110978	ImmGen ATAC-seq data	SRX2978868	GSM2692189: T.4.Sp.aCD3+CD40.18hr#1; Mus musculus; ATAC-seq	GSM2692189: T.4.Sp.aCD3+CD40.18hr#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332760		NextSeq 500	NextSeq 500	ILLUMINA	11950747	348557321	11950747	896306025	GSM2692189_r1	T.4.Sp.aCD3+CD40.18hr.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799401.sralite.1	245273906	2020-03-26 06:40:27	f305d38228ee27c15d851cfc82dd8f67	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799401.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799401/T.4.Sp.aCD3%2BCD40.18hr.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799401/SRR5799401.zq.1	gs.US	gcp identity	GSM2692189	Spleen	C57BL/6		Activated T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799401/SRR5799401_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799401/SRR5799401_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799401/SRR5799401_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799401/SRR5799401_2.fastq.gz
SRR5799402	SRP110978	ImmGen ATAC-seq data	SRX2978869	GSM2692190: T.4.Sp.aCD3+CD40.18hr#2; Mus musculus; ATAC-seq	GSM2692190: T.4.Sp.aCD3+CD40.18hr#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332762		NextSeq 500	NextSeq 500	ILLUMINA	13603191	400030617	13603191	1020239325	GSM2692190_r1	T.4.Sp.aCD3+CD40.18hr.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799402.sralite.1	280139034	2020-03-26 13:19:21	29ca50006352a401436e32a33f5c7151	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799402.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799402/T.4.Sp.aCD3%2BCD40.18hr.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799402/SRR5799402.zq.1	gs.US	gcp identity	GSM2692190	Spleen	C57BL/6		Activated T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799402/SRR5799402_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799402/SRR5799402_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799402/SRR5799402_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799402/SRR5799402_2.fastq.gz
SRR5799403	SRP110978	ImmGen ATAC-seq data	SRX2978870	GSM2692191: Treg.4.FP3+.Nrplo.Co#1; Mus musculus; ATAC-seq	GSM2692191: Treg.4.FP3+.Nrplo.Co#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332761		NextSeq 500	NextSeq 500	ILLUMINA	12039241	358260040	12039241	902943075	GSM2692191_r1	SRR5799403.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799403.sralite.1	227546255	2020-06-20 01:55:08	a439d1ce9350f5457bee620649624116	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799403.sralite.1	worldwide	anonymous	s3://sra-pub-zq-7/SRR5799403/SRR5799403.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799403/SRR5799403.zq.1	gs.US	gcp identity	GSM2692191	Colon	C57BL/6	Foxp3-IRES-GFP	CD4 Treg Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799403/SRR5799403_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799403/SRR5799403_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799403/SRR5799403_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799403/SRR5799403_2.fastq.gz
SRR5799404	SRP110978	ImmGen ATAC-seq data	SRX2978871	GSM2692192: Treg.4.FP3+.Nrplo.Co#2; Mus musculus; ATAC-seq	GSM2692192: Treg.4.FP3+.Nrplo.Co#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332763		NextSeq 500	NextSeq 500	ILLUMINA	9389028	281074602	9389028	704177100	GSM2692192_r1	Treg.4.FP3+.Nrplo.Co.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799404.sralite.1	195152780	2020-03-26 06:57:30	70342bc5559c83651f199b8bcb1afb3b	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799404.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799404/Treg.4.FP3%2B.Nrplo.Co.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799404/SRR5799404.zq.1	gs.US	gcp identity	GSM2692192	Colon	C57BL/6	Foxp3-IRES-GFP	CD4 Treg Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799404/SRR5799404_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799404/SRR5799404_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799404/SRR5799404_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799404/SRR5799404_2.fastq.gz
SRR5799405	SRP110978	ImmGen ATAC-seq data	SRX2978872	GSM2692193: GN.BM#1; Mus musculus; ATAC-seq	GSM2692193: GN.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332764		NextSeq 500	NextSeq 500	ILLUMINA	13714499	397843891	13714499	1028587425	GSM2692193_r1	SRR5799405.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799405.sralite.1	259031143	2020-06-21 21:18:01	8adbf49d21215ca2efe88602f5d15822	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799405.sralite.1	worldwide	anonymous	s3://sra-pub-zq-2/SRR5799405/SRR5799405.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799405/SRR5799405.zq.1	gs.US	gcp identity	GSM2692193	Bone marrow	C57BL/6		Neutrophil		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799405/SRR5799405_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799405/SRR5799405_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799405/SRR5799405_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799405/SRR5799405_2.fastq.gz
SRR5799406	SRP110978	ImmGen ATAC-seq data	SRX2978873	GSM2692194: GN.BM#2; Mus musculus; ATAC-seq	GSM2692194: GN.BM#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332765		NextSeq 500	NextSeq 500	ILLUMINA	12110999	352492704	12110999	908324925	GSM2692194_r1	SRR5799406.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799406.sralite.1	228758049	2020-06-20 18:30:52	bb0e40f634feab1f9dc79855b577a88b	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799406.sralite.1	worldwide	anonymous	s3://sra-pub-zq-9/SRR5799406/SRR5799406.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799406/SRR5799406.zq.1	gs.US	gcp identity	GSM2692194	Bone marrow	C57BL/6		Neutrophil		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799406/SRR5799406_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799406/SRR5799406_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799406/SRR5799406_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799406/SRR5799406_2.fastq.gz
SRR5799407	SRP110978	ImmGen ATAC-seq data	SRX2978874	GSM2692195: GN.Sp#1; Mus musculus; ATAC-seq	GSM2692195: GN.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332766		NextSeq 500	NextSeq 500	ILLUMINA	11947128	348596423	11947128	896034600	GSM2692195_r1	SRR5799407.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799407.sralite.1	225624643	2020-06-21 21:17:14	d69e289d1e5d69bf2a68f77cc0ea5b1c	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799407.sralite.1	worldwide	anonymous	s3://sra-pub-zq-3/SRR5799407/SRR5799407.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799407/SRR5799407.zq.1	gs.US	gcp identity	GSM2692195	Spleen	C57BL/6		Neutrophil		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799407/SRR5799407_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799407/SRR5799407_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799407/SRR5799407_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799407/SRR5799407_2.fastq.gz
